hex_id,Elevation,TotalRainfall,Slope,LengthFromRiver,LU_CODE,LUL1_CODE,LUL2_CODE,LU_lv1,Risk_Score,Risk_Score_rw,r_stream_m,w_stream_m,r_elev,w_elev,r_rain_maj,w_rain_maj,r_slope_ma,w_slope_ma,w_dem,r_lu,w_lu
8a658bd1034ffff,20,1422.07,46.75,280.73192,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd100dffff,187,1420.72,54.94,119.36092,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10307fff,217,1422.16,23.12,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1394ffff,90,1419.77,56.24,280.73192,U101,U,U1,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1070ffff,43,1419.7,53.73,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10157fff,189,1422.93,9.5,588.83752,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd100e7fff,211,1421.67,10.72,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd138affff,92,1417.11,54.17,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd100a7fff,95,1421.67,50.59,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd11587fff,187,1420.88,9.01,280.73192,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10ac7fff,187,1422.77,9.91,601,U101,U,U1,U,12,2,1,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10267fff,214,1421.79,6.5,280.73192,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd102a7fff,185,1420.85,13.71,240.40407,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd11daffff,50,1422.7,65.64,601,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10767fff,176,1420.67,51.68,119.36092,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10227fff,199,1421.74,17.23,280.73192,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10a9ffff,210,1422.62,65.07,119.36092,U101,U,U1,U,14,3,1,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10017fff,181,1422.02,57.8,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1064ffff,89,1418.94,68.24,280.73192,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1386ffff,41,1419.27,77.16,601,U101,U,U1,U,12,2,1,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd11cb7fff,188,1422.21,18.44,601,U101,U,U1,U,14,3,1,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd11cc7fff,218,1422.12,48.32,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10207fff,209,1421.45,6.89,280.73192,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1024ffff,45,1421.48,52.67,280.73192,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd13907fff,51,1419.45,30.06,280.73192,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd108e7fff,204,1424.63,59.64,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11caffff,209,1422.23,50.5,601,U101,U,U1,U,15,3,1,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd11427fff,,1421.4,,601,U101,U,U1,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd1098ffff,100,1425.66,30.4,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10af7fff,95,1422.9,49.26,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10047fff,192,1422.2,14.85,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10237fff,182,1421.48,7.09,240.40407,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd11c37fff,188,1422.57,14.99,601,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1036ffff,214,1422.28,63.1,601,U101,U,U1,U,12,2,1,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10757fff,20,1419.68,51.31,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd102affff,197,1420.74,7.55,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd13827fff,41,1418.91,39.69,280.73192,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd13b97fff,0,1417.03,37.1,601,U101,U,U1,U,8,2,1,0.26,0,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10347fff,191,1422.13,45.77,280.73192,U101,U,U1,U,12,2,1,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10607fff,40,1418.5,49.4,240.40407,U101,U,U1,U,13,3,3,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd13887fff,95,1416.76,48.67,601,U101,U,U1,U,15,3,1,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd10b8ffff,181,1423.6,60.43,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11517fff,199,1421.46,23.23,280.73192,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10627fff,192,1419.19,58.05,240.40407,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10b87fff,94,1423.81,38.13,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1014ffff,42,1422.95,15.75,119.36092,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1392ffff,90,1419.89,57.99,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1150ffff,49,1421.66,40.56,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd138e7fff,52,1417.66,63.26,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10acffff,93,1422.62,53.85,601,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1010ffff,207,1423.04,63.24,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd11d87fff,199,1422.61,11.81,601,U101,U,U1,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10277fff,214,1421.59,25.47,280.73192,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1000ffff,205,1422.07,15.77,240.40407,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10adffff,217,1422.49,53.18,601,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd13807fff,41,1418.28,8.21,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10a5ffff,47,1422.94,64.67,601,U101,U,U1,U,14,3,1,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd11c8ffff,52,1422.07,50.03,601,U101,U,U1,U,12,2,1,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10057fff,208,1421.95,52.8,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd115a7fff,218,1421.23,49.9,280.73192,U101,U,U1,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd11c0ffff,177,1422.4,27.19,601,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10a37fff,89,1423.68,2.9,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10367fff,174,1422.4,55.77,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd103a7fff,181,1421.68,11.81,119.36092,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1380ffff,40,1418.34,13.67,601,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1066ffff,190,1419.53,18.76,240.40407,U101,U,U1,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd138effff,47,1417.72,46.43,601,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd106e7fff,205,1417.94,54.29,601,U101,U,U1,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd11db7fff,90,1422.71,59.39,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1072ffff,49,1420.54,72.11,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10667fff,181,1419.53,39.06,240.40407,U101,U,U1,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1381ffff,45,1417.75,69.94,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31147fff,176,1459.78,40.58,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31c6ffff,43,1464.01,13.89,102.51729,U201,U,U2,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd3119ffff,92,1456.55,30.44,101.0518,A204,A,A2,A,16,3,4,0.26,3,3,4,0.3,2,0.26,0.16,3,0.02
8a658bd3101ffff,92,1454.94,51.15,588.83752,A405,A,A4,A,16,3,2,0.26,3,3,4,0.3,4,0.26,0.16,3,0.02
8a658bd31077fff,200,1456.16,24.43,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3108ffff,193,1452.83,45.13,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3199ffff,,1470.13,3.65,588.83752,U201,U,U2,U,,,2,0.26,,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd15cf7fff,51,1427.75,38.25,87.69903,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31bb7fff,188,1464.5,30.72,588.83752,U405,U,U4,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd159a7fff,189,1430.87,60.08,75.08631,U101,U,U1,U,14,3,4,0.26,4,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd33a47fff,95,1440.95,69.23,588.83752,M101,M,M1,M,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd31117fff,176,1460.96,58.16,588.83752,U405,U,U4,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31467fff,101,1452.71,65.14,84.40808,U201,U,U2,U,17,4,4,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd15c1ffff,89,1428.23,65.15,588.83752,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15d5ffff,95,1428.75,59.52,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33b5ffff,181,1443.07,47.24,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd33ac7fff,205,1439.11,62.03,223.57122,U101,U,U1,U,15,3,3,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3116ffff,41,1460.67,48.42,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd33207fff,101,1434.62,51.31,200.91824,A204,A,A2,A,15,3,3,0.26,3,3,4,0.3,2,0.26,0.16,3,0.02
8a658bd31857fff,185,1467.73,8.17,588.83752,U602,U,U6,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd1082ffff,101,1425.47,52.69,52.65779,U101,U,U1,U,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15c07fff,51,1428.71,64.22,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd31017fff,210,1456.26,25.24,588.83752,A405,A,A4,A,14,3,2,0.26,3,3,4,0.3,2,0.26,0.16,3,0.02
8a658bd1092ffff,101,1426.6,1.4,118.85996,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33b47fff,95,1444.37,60.48,588.83752,M102,M,M1,M,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd31187fff,11,1458.48,21.12,84.40808,U601,U,U6,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd310e7fff,93,1453.96,58.11,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31727fff,181,1451.05,31.87,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15597fff,51,1426.38,15.2,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31baffff,198,1464.22,72.24,588.83752,M101,M,M1,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd142cffff,20,1426.86,33.25,588.83752,U101,U,U1,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd33ae7fff,101,1440.04,71.68,123.47844,U101,U,U1,U,14,3,3,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd3178ffff,184,1445.89,9.47,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd33b67fff,205,1445.9,10.86,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31137fff,92,1463,59.47,588.83752,U405,U,U4,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd318f7fff,198,1466.08,18.65,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd318a7fff,187,1468.73,50.32,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd3100ffff,41,1455.54,8.11,588.83752,A405,A,A4,A,14,3,2,0.26,3,3,4,0.3,2,0.26,0.16,3,0.02
8a658bd318b7fff,191,1467.94,41.82,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd15507fff,205,1426.86,7.94,588.83752,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31737fff,184,1450.35,36.23,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31107fff,174,1461.57,59.12,588.83752,M101,M,M1,M,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd3181ffff,182,1468.25,26.1,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3102ffff,174,1457.46,63.23,588.83752,U502,U,U5,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10947fff,204,1425.97,62.22,52.65779,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd318e7fff,202,1467.01,4.12,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31897fff,,1465.79,28.11,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33377fff,94,1436.84,22.07,601,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd155affff,183,1426.35,55.97,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33adffff,94,1437.86,64.89,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd310f7fff,92,1453.38,62.13,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd317affff,192,1447.25,13.47,91.24068,U201,U,U2,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd311a7fff,95,1460.15,64.22,81.11649,U601,U,U6,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd3189ffff,211,1464.76,25.34,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15997fff,183,1430.11,55.66,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15d67fff,94,1429.86,52.27,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd3179ffff,52,1445.48,65.41,588.83752,U201,U,U2,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd3171ffff,211,1447.71,50.08,91.24068,U201,U,U2,U,17,4,3,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd3172ffff,45,1450.09,54.37,588.83752,U201,U,U2,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd1426ffff,,1427.61,55.59,588.83752,U101,U,U1,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd31697fff,95,1442.7,65.22,588.83752,M102,M,M1,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd318effff,212,1465.91,13.71,588.83752,U602,U,U6,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd3115ffff,191,1458.11,10.14,588.83752,U502,U,U5,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd155b7fff,89,1426.85,42.67,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31c4ffff,210,1462.17,71.78,588.83752,U601,U,U6,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10967fff,189,1426.37,29.14,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33a0ffff,,1441.21,75.26,91.24068,U201,U,U2,U,15,3,4,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd3180ffff,191,1469.2,44.93,588.83752,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10907fff,204,1426.41,57.15,52.65779,U101,U,U1,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd33acffff,103,1438.09,39.35,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3332ffff,,1437.33,,601,U101,U,U1,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd33aeffff,192,1439.36,50.33,91.24068,U101,U,U1,U,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15c2ffff,45,1428.78,59.17,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31b87fff,49,1463.46,57.89,588.83752,U602,U,U6,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31b97fff,93,1462.73,48.85,588.83752,U602,U,U6,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1425ffff,192,1427.19,27.04,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd33a77fff,205,1441.86,37.45,588.83752,U201,U,U2,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd1091ffff,88,1426.19,8.96,52.65779,U101,U,U1,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd318d7fff,193,1464.29,56.2,588.83752,U602,U,U6,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd10807fff,44,1425.33,42.85,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd311affff,216,1459.27,20.07,81.11649,U405,U,U4,U,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31027fff,190,1458.49,67.78,588.83752,U502,U,U5,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd3366ffff,,1432.02,,200.91824,U101,U,U1,U,12,2,1,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd33217fff,101,1434.19,1.52,200.91824,U101,U,U1,U,13,3,3,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10857fff,88,1424.71,17.38,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3109ffff,184,1452.31,63.62,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31167fff,187,1462.03,8.43,588.83752,U602,U,U6,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd31097fff,42,1453.13,45.7,81.11649,U201,U,U2,U,17,4,4,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd1424ffff,101,1427.26,62.45,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31817fff,209,1469.41,18.88,588.83752,M101,M,M1,M,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd31637fff,95,1446.33,20.11,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd318c7fff,188,1464.98,8.51,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd33237fff,,1435.08,,200.91824,U101,U,U1,U,,,1,0.26,,3,4,0.3,,,0.16,2,0.02
8a658bd3144ffff,95,1449.88,43.19,91.24068,U201,U,U2,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd154b7fff,45,1425.56,29.68,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3110ffff,211,1460.49,23.78,588.83752,U201,U,U2,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd3365ffff,,1431.26,0,176.17594,U101,U,U1,U,13,3,4,0.26,3,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd31ba7fff,90,1465.24,66.32,588.83752,U602,U,U6,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd310affff,49,1454.38,52.92,588.83752,A204,A,A2,A,14,3,2,0.26,3,3,4,0.3,2,0.26,0.16,3,0.02
8a658bd31797fff,210,1446.42,44.42,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3145ffff,89,1449.24,52.47,223.57122,M101,M,M1,M,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3114ffff,12,1458.98,70.95,588.83752,U405,U,U4,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd332affff,92,1433.36,72.15,81.88998,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15527fff,95,1427.34,54.52,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31127fff,52,1463.63,57.92,588.83752,U201,U,U2,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd3111ffff,190,1459.86,12.26,81.11649,U201,U,U2,U,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31177fff,93,1461.14,55.77,588.83752,M102,M,M1,M,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd31887fff,220,1466.89,6.93,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd318dffff,185,1462.87,57.29,588.83752,U602,U,U6,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd15c8ffff,192,1427.8,56.77,87.69903,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd318cffff,188,1463.78,5.46,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3112ffff,191,1462.21,44.68,588.83752,U602,U,U6,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1095ffff,94,1425.52,12.69,52.65779,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd310a7fff,95,1455.7,56.39,588.83752,A304,A,A3,A,14,3,2,0.26,3,3,4,0.3,2,0.26,0.16,3,0.02
8a658bd31057fff,185,1454.56,6.24,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3154ffff,101,1454.03,14.13,81.11649,U201,U,U2,U,17,4,4,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd3198ffff,182,1470.94,62.7,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33a57fff,92,1440.66,62.58,91.24068,M101,M,M1,M,17,4,4,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd31807fff,93,1470.35,61.88,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31007fff,49,1456.85,27.41,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
