hex_id,Elevation_,Slope1_maj,Total Rain,Slope,LU_CODE,LUL1_CODE,LUL2_CODE,LU_lv1,r_lu,LENGTH_maj,r_stream_m,w_stream_m,Elev,r_dem_majo,r_rain_maj,w_rain_maj,r_slope_ma,w_slope_ma,w_dem,w_lu,Total rw,Total r
8a658bd15c6ffff,208,4.828138,1427.71,4.83,U101,U,U1,U,2,588.83752,2,0.26,208,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd00d87fff,0,0,1432.36,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd31827fff,181,67.10836,1472.6,67.11,U201,U,U2,U,2,102.51729,2,0.26,181,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02747fff,19,0.645253,1422.27,0.65,U602,U,U6,U,2,588.83752,2,0.26,19,4,4,0.3,4,0.26,0.16,0.02,3,16
8a658bd1c90ffff,95,59.019096,1422.53,59.02,U602,U,U6,U,2,601,1,0.26,95,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd0681ffff,198,0.322636,1438.25,0.32,U201,U,U2,U,2,588.83752,2,0.26,198,4,4,0.3,1,0.26,0.16,0.02,3,13
8a658bd02317fff,45,28.989376,1422.82,28.99,U201,U,U2,U,2,601,1,0.26,45,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd02587fff,199,7.826974,1422.51,7.83,U101,U,U1,U,2,588.83752,2,0.26,199,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd316f7fff,217,24.33913,1442.4,24.34,U602,U,U6,U,2,588.83752,2,0.26,217,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd11b6ffff,246,2.257311,1422.11,2.26,U101,U,U1,U,2,588.83752,2,0.26,246,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd152affff,172,48.005028,1423.14,48.01,U101,U,U1,U,2,588.83752,2,0.26,172,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd02327fff,210,53.685059,1423.17,53.69,M101,M,M1,M,2,601,1,0.26,210,0,4,0.3,2,0.26,0.16,0.02,2,9
8a658bd044e7fff,0,46.479382,1441.99,46.48,U602,U,U6,U,2,44.65593,2,0.26,0,3,4,0.3,0,0.26,0.16,0.02,2,11
8a658bd1598ffff,183,62.764198,1429.5,62.76,U101,U,U1,U,2,75.08631,4,0.26,183,4,4,0.3,2,0.26,0.16,0.02,3,16
8a658bd06a47fff,0,0,1434.78,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd068c7fff,176,30.65798,1436.38,30.66,U201,U,U2,U,2,588.83752,2,0.26,176,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd1c997fff,44,4.507636,1422.25,4.51,U201,U,U2,U,2,601,1,0.26,44,4,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd15417fff,190,60.466225,1425.6,60.47,U101,U,U1,U,2,588.83752,2,0.26,190,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0230ffff,184,55.280125,1423.04,55.28,U602,U,U6,U,2,601,1,0.26,184,3,4,0.3,0,0.26,0.16,0.02,2,10
8a658bd3129ffff,187,58.144669,1445.01,58.14,U201,U,U2,U,2,588.83752,2,0.26,187,4,4,0.3,1,0.26,0.16,0.02,3,13
8a658bd31237fff,54,53.252869,1450.57,53.25,M102,M,M1,M,2,588.83752,2,0.26,54,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0690ffff,200,7.441294,1442.02,7.44,U201,U,U2,U,2,92.66359,4,0.26,200,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd06617fff,212,18.109777,1426.22,18.11,M304,M,M3,M,2,588.83752,2,0.26,212,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02837fff,193,43.51001,1424.83,43.51,U101,U,U1,U,2,80.99359,2,0.26,193,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd15327fff,181,26.620165,1424.32,26.62,U101,U,U1,U,2,235.89065,1,0.26,181,4,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd02287fff,86,44.048702,1422.46,44.05,U602,U,U6,U,2,601,1,0.26,86,3,4,0.3,1,0.26,0.16,0.02,2,11
8a658bd06c0ffff,209,22.621664,1435.46,22.62,U201,U,U2,U,2,588.83752,2,0.26,209,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd15757fff,211,22.137129,1423.68,22.14,U101,U,U1,U,2,588.83752,2,0.26,211,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd044affff,214,10.91176,1441.95,10.91,U602,U,U6,U,2,588.83752,2,0.26,214,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02caffff,228,27.347349,1423.13,27.35,U101,U,U1,U,2,107.51409,3,0.26,228,3,4,0.3,4,0.26,0.16,0.02,4,16
8a658bd15787fff,91,59.050026,1424.03,59.05,U101,U,U1,U,2,588.83752,2,0.26,91,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd332e7fff,183,53.311722,1432.9,53.31,M101,M,M1,M,2,588.83752,2,0.26,183,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd11847fff,181,47.485054,1422.31,47.49,U101,U,U1,U,2,588.83752,2,0.26,181,4,4,0.3,1,0.26,0.16,0.02,3,13
8a658bd11baffff,238,29.212698,1422.21,29.21,U101,U,U1,U,2,588.83752,2,0.26,238,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd06487fff,209,11.295489,1428.67,11.3,U201,U,U2,U,2,588.83752,2,0.26,209,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd15877fff,190,60.176918,1428.44,60.18,U405,U,U4,U,2,75.08631,4,0.26,190,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd15957fff,52,63.192051,1429.72,63.19,M101,M,M1,M,2,81.88998,4,0.26,52,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd316e7fff,90,51.691036,1442.99,51.69,U602,U,U6,U,2,588.83752,2,0.26,90,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd31a4ffff,177,57.798611,1459.92,57.8,U201,U,U2,U,2,588.83752,2,0.26,177,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd06447fff,179,31.710287,1428.9,31.71,M304,M,M3,M,2,588.83752,2,0.26,179,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd15037fff,210,20.182106,1425.82,20.18,U101,U,U1,U,2,87.69903,4,0.26,210,3,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd332dffff,40,13.960238,1431.21,13.96,U201,U,U2,U,2,588.83752,2,0.26,40,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd31aa7fff,197,12.16398,1460.4,12.16,M101,M,M1,M,2,588.83752,2,0.26,197,4,4,0.3,4,0.26,0.16,0.02,3,16
8a658bd0458ffff,188,9.587914,1444.05,9.59,U201,U,U2,U,2,588.83752,2,0.26,188,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd3176ffff,95,42.165306,1448.56,42.17,M101,M,M1,M,2,588.83752,4,0.26,95,4,4,0.3,2,0.26,0.16,0.02,3,16
8a658bd0654ffff,54,12.162179,1430.46,12.16,M304,M,M3,M,2,588.83752,2,0.26,54,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd3126ffff,218,69.276779,1449.39,69.28,U201,U,U2,U,2,588.83752,2,0.26,218,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd06587fff,190,52.92065,1430.7,52.92,U201,U,U2,U,2,588.83752,2,0.26,190,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd11877fff,218,44.739853,1422.38,44.74,U101,U,U1,U,2,588.83752,2,0.26,218,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd310dffff,176,30.20126,1450.63,30.2,U201,U,U2,U,2,588.83752,2,0.26,176,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd15a6ffff,90,65.862274,1424.91,65.86,U101,U,U1,U,2,588.83752,2,0.26,90,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd00cb7fff,0,0,1430.68,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd31847fff,185,19.999146,1468.48,20,U602,U,U6,U,2,588.83752,2,0.26,185,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd0260ffff,99,10.952105,1422.16,10.95,U602,U,U6,U,2,71.85508,4,0.26,99,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd04d0ffff,0,17.922451,1458.68,17.92,W101,W,W1,W,4,174.82488,4,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,12
8a658bd31a37fff,230,19.874674,1462.89,19.87,M101,M,M1,M,2,588.83752,2,0.26,230,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd156b7fff,185,14.987556,1423.59,14.99,U101,U,U1,U,2,80.77887,4,0.26,185,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd02d47fff,176,58.787521,1424.01,58.79,U101,U,U1,U,2,588.83752,2,0.26,176,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd15a97fff,51,69.977966,1424.94,69.98,U101,U,U1,U,2,601,1,0.26,51,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd0449ffff,214,64.040268,1439.84,64.04,U602,U,U6,U,2,588.83752,2,0.26,214,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd15617fff,199,24.802887,1423.55,24.8,U101,U,U1,U,2,588.83752,2,0.26,199,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd06bb7fff,172,63.233822,1436.15,63.23,M201,M,M2,M,2,588.83752,2,0.26,172,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd06827fff,238,6.751742,1440.8,6.75,U201,U,U2,U,2,588.83752,2,0.26,238,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd1582ffff,190,9.587914,1428.88,9.59,U101,U,U1,U,2,75.08631,4,0.26,190,3,4,0.3,1,0.26,0.16,0.02,3,14
8a658bd1cd0ffff,44,45.266087,1422.18,45.27,U201,U,U2,U,2,588.83752,1,0.26,44,4,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd02c6ffff,219,14.232851,1423.37,14.23,U101,U,U1,U,2,205.63701,1,0.26,219,4,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd15027fff,192,42.936039,1425.78,42.94,U101,U,U1,U,2,75.08631,4,0.26,192,3,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd0619ffff,209,15.355596,1431.53,15.36,U201,U,U2,U,2,588.83752,2,0.26,209,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0235ffff,0,0,1423.19,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd0202ffff,2,37.208317,1422.83,37.21,U101,U,U1,U,2,103.62678,1,0.26,2,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd1542ffff,181,10.842507,1425.61,10.84,U101,U,U1,U,2,588.83752,2,0.26,181,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd0270ffff,1,69.875938,1422.18,69.88,U301,U,U3,U,2,103.62678,4,0.26,1,3,4,0.3,0,0.26,0.16,0.02,3,13
8a658bd0688ffff,202,40.576721,1436.48,40.58,U201,U,U2,U,2,588.83752,2,0.26,202,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd312dffff,54,68.969612,1444.15,68.97,U201,U,U2,U,2,588.83752,2,0.26,54,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd06d4ffff,217,9.361159,1437.4,9.36,U201,U,U2,U,2,588.83752,2,0.26,217,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0252ffff,220,16.66217,1422.62,16.66,U101,U,U1,U,2,588.83752,2,0.26,220,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd04d07fff,54,69.420464,1459.64,69.42,U201,U,U2,U,2,174.82488,2,0.26,54,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0442ffff,0,0,1444.63,0,W101,W,W1,W,4,588.83752,2,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,10
8a658bd02c27fff,208,24.031452,1423.77,24.03,M102,M,M1,M,2,588.83752,2,0.26,208,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd3169ffff,41,36.411259,1441.62,36.41,U602,U,U6,U,2,588.83752,2,0.26,41,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd1586ffff,51,55.860558,1427.89,55.86,U502,U,U5,U,2,588.83752,2,0.26,51,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd1590ffff,211,65.407104,1430.2,65.41,M101,M,M1,M,2,81.88998,4,0.26,211,4,4,0.3,2,0.26,0.16,0.02,3,16
8a658bd02357fff,0,0,1423.13,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd31367fff,200,12.420872,1454.54,12.42,U201,U,U2,U,2,588.83752,2,0.26,200,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd15307fff,176,46.336269,1423.99,46.34,U101,U,U1,U,2,235.89065,1,0.26,176,4,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd3166ffff,90,66.481674,1444.46,66.48,U201,U,U2,U,2,588.83752,2,0.26,90,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd31a57fff,197,32.753975,1459.77,32.75,U201,U,U2,U,2,588.83752,2,0.26,197,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd312e7fff,246,6.240229,1447.27,6.24,U201,U,U2,U,2,588.83752,2,0.26,246,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd064e7fff,188,19.536407,1428.33,19.54,M304,M,M3,M,2,588.83752,2,0.26,188,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0652ffff,184,63.1008,1432.28,63.1,U201,U,U2,U,2,588.83752,2,0.26,184,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd11987fff,197,25.050592,1422.73,25.05,U101,U,U1,U,2,588.83752,2,0.26,197,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd3138ffff,200,10.601489,1449.76,10.6,M102,M,M1,M,2,588.83752,2,0.26,200,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd0238ffff,51,18.48517,1422.6,18.49,U602,U,U6,U,2,601,1,0.26,51,4,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02a1ffff,0,0,1423.88,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd06b2ffff,234,18.288425,1438.61,18.29,U602,U,U6,U,2,44.65593,2,0.26,234,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0662ffff,218,34.934841,1426.65,34.93,M304,M,M3,M,2,588.83752,2,0.26,218,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1c827fff,52,68.06852,1422.5,68.07,U201,U,U2,U,2,601,1,0.26,52,3,4,0.3,3,0.26,0.16,0.02,3,13
8a658bd0660ffff,214,12.094495,1426.12,12.09,M304,M,M3,M,2,588.83752,2,0.26,214,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd068b7fff,50,51.189316,1437.96,51.19,U201,U,U2,U,2,588.83752,2,0.26,50,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd3122ffff,197,61.157467,1450.44,61.16,W202,W,W2,W,4,588.83752,2,0.26,197,3,4,0.3,3,0.26,0.16,0.02,3,16
8a658bd31837fff,193,9.27469,1471.64,9.27,U201,U,U2,U,2,588.83752,2,0.26,193,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd15b47fff,20,33.377018,1426.15,33.38,M101,M,M1,M,2,588.83752,2,0.26,20,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1194ffff,186,44.265884,1422.39,44.27,U101,U,U1,U,2,121.53162,3,0.26,186,4,4,0.3,3,0.26,0.16,0.02,3,16
8a658bd06937fff,175,51.222393,1443.7,51.22,U201,U,U2,U,2,92.66359,4,0.26,175,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd062dffff,199,14.123681,1426.45,14.12,U101,U,U1,U,2,588.83752,2,0.26,199,4,4,0.3,1,0.26,0.16,0.02,3,13
8a658bd0441ffff,174,42.206673,1442.66,42.21,U602,U,U6,U,2,588.83752,2,0.26,174,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd312c7fff,188,31.368162,1445.62,31.37,U201,U,U2,U,2,588.83752,2,0.26,188,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd06c9ffff,181,64.240921,1433.58,64.24,U201,U,U2,U,2,588.83752,2,0.26,181,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd0656ffff,200,12.390217,1431.24,12.39,M304,M,M3,M,2,588.83752,2,0.26,200,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd15a57fff,92,28.321836,1424.76,28.32,U101,U,U1,U,2,82.63369,4,0.26,92,3,4,0.3,1,0.26,0.16,0.02,3,14
8a658bd15337fff,92,57.01741,1424.27,57.02,U101,U,U1,U,2,235.89065,1,0.26,92,3,4,0.3,1,0.26,0.16,0.02,2,11
8a658bd02a8ffff,43,46.160007,1423.4,46.16,M101,M,M1,M,2,601,1,0.26,43,3,4,0.3,4,0.26,0.16,0.02,3,14
8a658bd1185ffff,47,66.522697,1422.29,66.52,U101,U,U1,U,2,588.83752,1,0.26,47,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd31a87fff,230,34.661953,1458.38,34.66,M101,M,M1,M,2,588.83752,2,0.26,230,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd31b57fff,195,65.352287,1464.5,65.35,M405,M,M4,M,2,588.83752,2,0.26,195,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd02737fff,227,17.714163,1422.2,17.71,U201,U,U2,U,2,588.83752,2,0.26,227,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd15607fff,187,28.415766,1423.52,28.42,U101,U,U1,U,2,588.83752,2,0.26,187,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd152d7fff,177,2.599368,1422.83,2.6,U101,U,U1,U,2,588.83752,2,0.26,177,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1c937fff,206,64.390579,1422.38,64.39,U602,U,U6,U,2,601,1,0.26,206,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd06a77fff,199,67.097946,1435.26,67.1,U602,U,U6,U,2,601,1,0.26,199,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd02d07fff,211,25.404963,1424.37,25.4,U101,U,U1,U,2,588.83752,2,0.26,211,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd15ae7fff,189,27.399349,1424.71,27.4,U101,U,U1,U,2,82.63369,1,0.26,189,4,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1580ffff,181,33.880283,1428.3,33.88,U101,U,U1,U,2,75.08631,4,0.26,181,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd06c2ffff,199,29.464115,1436.66,29.46,U201,U,U2,U,2,588.83752,2,0.26,199,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02067fff,40,2.347436,1422.95,2.35,M101,M,M1,M,2,601,1,0.26,40,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd025a7fff,212,17.474823,1422.62,17.47,M101,M,M1,M,2,588.83752,2,0.26,212,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd11867fff,20,67.554413,1422.35,67.55,U101,U,U1,U,2,127.6263,3,0.26,20,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd11127fff,193,33.849899,1422.36,33.85,U101,U,U1,U,2,241.96268,2,0.26,193,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd11147fff,185,29.829561,1422.25,29.83,U101,U,U1,U,2,241.96268,3,0.26,185,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd1c887fff,255,77.187706,1422.34,77.19,W101,W,W1,W,4,601,1,0.26,255,4,4,0.3,0,0.26,0.16,0.02,2,13
8a658bd02457fff,217,7.38648,1422.18,7.39,U101,U,U1,U,2,588.83752,2,0.26,217,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0696ffff,230,12.64074,1442.71,12.64,U201,U,U2,U,2,44.65593,4,0.26,230,3,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd02af7fff,0,0,1423.66,0,M101,M,M1,M,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd157affff,202,8.709734,1424,8.71,U101,U,U1,U,2,588.83752,2,0.26,202,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd31617fff,211,4.332043,1444.76,4.33,M101,M,M1,M,2,588.83752,2,0.26,211,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd31397fff,208,28.321836,1450.01,28.32,U201,U,U2,U,2,588.83752,2,0.26,208,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd02827fff,93,59.935246,1425.09,59.94,U101,U,U1,U,2,325.18892,2,0.26,93,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd02907fff,52,66.837158,1425.79,66.84,U101,U,U1,U,2,588.83752,2,0.26,52,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd06ccffff,177,15.484505,1432.8,15.48,U201,U,U2,U,2,588.83752,2,0.26,177,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0658ffff,190,60.015301,1430.11,60.02,M101,M,M1,M,2,588.83752,2,0.26,190,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1562ffff,218,18.260845,1423.48,18.26,U101,U,U1,U,2,588.83752,2,0.26,218,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd0209ffff,206,16.938253,1422.27,16.94,U101,U,U1,U,2,588.83752,4,0.26,206,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd15637fff,238,9.489474,1423.76,9.49,U101,U,U1,U,2,588.83752,2,0.26,238,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd11897fff,212,4.828138,1422.49,4.83,U101,U,U1,U,2,96.44206,3,0.26,212,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd04c07fff,0,69.616943,1455.12,69.62,W101,W,W1,W,4,163.26774,4,0.26,0,3,4,0.3,0,0.26,0.16,0.02,3,15
8a658bd31a9ffff,200,39.713329,1456.74,39.71,M102,M,M1,M,2,588.83752,2,0.26,200,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd156e7fff,211,22.616846,1423.16,22.62,U101,U,U1,U,2,588.83752,2,0.26,211,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd04557fff,0,0,1446.23,0,W101,W,W1,W,4,588.83752,2,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,10
8a658bd066a7fff,47,28.130478,1426.05,28.13,U101,U,U1,U,2,588.83752,2,0.26,47,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd3106ffff,215,22.936626,1456.05,22.94,M102,M,M1,M,2,588.83752,2,0.26,215,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd11d67fff,212,19.768803,1422.77,19.77,U101,U,U1,U,2,588.83752,2,0.26,212,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1cc0ffff,12,5.82323,1422.22,5.82,U201,U,U2,U,2,601,1,0.26,12,3,4,0.3,3,0.26,0.16,0.02,3,13
8a658bd319affff,90,72.440002,1472.6,72.44,M101,M,M1,M,2,102.51729,4,0.26,90,3,4,0.3,1,0.26,0.16,0.02,3,14
8a658bd067affff,202,4.838751,1427.21,4.84,M304,M,M3,M,2,588.83752,2,0.26,202,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd04437fff,215,19.154068,1444.77,19.15,U201,U,U2,U,2,588.83752,2,0.26,215,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02c67fff,92,23.298285,1423.5,23.3,U101,U,U1,U,2,119.30701,3,0.26,92,4,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd1545ffff,197,61.98336,1424.57,61.98,U101,U,U1,U,2,588.83752,2,0.26,197,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd06c47fff,191,55.368664,1435.15,55.37,U201,U,U2,U,2,588.83752,2,0.26,191,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02ceffff,205,63.690952,1422.9,63.69,U101,U,U1,U,2,103.62678,4,0.26,205,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd02787fff,216,4.37948,1422.11,4.38,U201,U,U2,U,2,588.83752,2,0.26,216,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd028b7fff,219,18.389351,1424.01,18.39,U502,U,U5,U,2,80.99359,4,0.26,219,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd1cc1ffff,94,33.623466,1422.2,33.62,U201,U,U2,U,2,601,1,0.26,94,0,4,0.3,3,0.26,0.16,0.02,2,10
8a658bd0268ffff,6,66.883751,1422.13,66.88,F201,F,F2,F,1,85.68004,1,0.26,6,4,4,0.3,1,0.26,0.16,0.02,2,11
8a658bd15b9ffff,101,66.525757,1425.73,66.53,U101,U,U1,U,2,601,1,0.26,101,4,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd31347fff,91,59.364254,1452.68,59.36,U201,U,U2,U,2,588.83752,2,0.26,91,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd06037fff,209,18.570942,1432.19,18.57,U201,U,U2,U,2,67.3074,4,0.26,209,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd04d17fff,188,26.940804,1458.77,26.94,U201,U,U2,U,2,588.83752,2,0.26,188,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd06ceffff,202,28.02891,1433.69,28.03,U201,U,U2,U,2,588.83752,2,0.26,202,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1c99ffff,45,38.282116,1422.29,38.28,U201,U,U2,U,2,601,1,0.26,45,3,4,0.3,1,0.26,0.16,0.02,2,11
8a658bd0254ffff,219,2.901277,1422.34,2.9,U101,U,U1,U,2,588.83752,2,0.26,219,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd3324ffff,92,46.552078,1432.38,46.55,U602,U,U6,U,2,588.83752,2,0.26,92,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0220ffff,190,49.104256,1422.88,49.1,U602,U,U6,U,2,601,1,0.26,190,0,4,0.3,3,0.26,0.16,0.02,2,10
8a658bd028e7fff,177,52.068481,1424.16,52.07,U101,U,U1,U,2,601,1,0.26,177,3,4,0.3,4,0.26,0.16,0.02,3,14
8a658bd06d8ffff,95,31.920681,1436.76,31.92,U101,U,U1,U,2,72.07233,4,0.26,95,3,4,0.3,1,0.26,0.16,0.02,3,14
8a658bd03db7fff,,0,1423.89,0,M101,M,M1,M,2,601,1,0.26,,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd31047fff,177,55.710884,1455.2,55.71,U201,U,U2,U,2,588.83752,2,0.26,177,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd31b17fff,198,47.937046,1466.02,47.94,M101,M,M1,M,2,588.83752,2,0.26,198,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1c91ffff,45,66.942024,1422.43,66.94,U201,U,U2,U,2,601,1,0.26,45,3,4,0.3,3,0.26,0.16,0.02,3,13
8a658bd02627fff,14,8.15817,1422.16,8.16,U301,U,U3,U,2,588.83752,2,0.26,14,4,4,0.3,3,0.26,0.16,0.02,3,15
