id,Elevation_,Slope1_maj,Total Rain,Slope,LU_CODE,LUL1_CODE,LUL2_CODE,LU_lv1,r_lu,LENGTH_maj,r_stream_m,w_stream_m,Elev,r_dem_majo,r_rain_maj,w_rain_maj,r_slope_ma,w_slope_ma,w_dem,w_lu,Total rw,Total r
8a658bd1c997fff,44.000000,4.507636,1422.250000,4.51,U201,U,U2,U,"2",601.000000,1.000000,0.260000,44.00,4.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd15417fff,190.000000,60.466225,1425.600000,60.47,U101,U,U1,U,"2",588.837520,2.000000,0.260000,190.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0230ffff,184.000000,55.280125,1423.040000,55.28,U602,U,U6,U,"2",601.000000,1.000000,0.260000,184.00,3.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",10.000
8a658bd3129ffff,187.000000,58.144669,1445.010000,58.14,U201,U,U2,U,"2",588.837520,2.000000,0.260000,187.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",13.000
8a658bd31237fff,54.000000,53.252869,1450.570000,53.25,M102,M,M1,M,"2",588.837520,2.000000,0.260000,54.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0690ffff,200.000000,7.441294,1442.020000,7.44,U201,U,U2,U,"2",92.663590,4.000000,0.260000,200.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06617fff,212.000000,18.109777,1426.220000,18.11,M304,M,M3,M,"2",588.837520,2.000000,0.260000,212.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02837fff,193.000000,43.510010,1424.830000,43.51,U101,U,U1,U,"2",80.993590,2.000000,0.260000,193.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd15327fff,181.000000,26.620165,1424.320000,26.62,U101,U,U1,U,"2",235.890650,1.000000,0.260000,181.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02287fff,86.000000,44.048702,1422.460000,44.05,U602,U,U6,U,"2",601.000000,1.000000,0.260000,86.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"2",11.000
8a658bd06c0ffff,209.000000,22.621664,1435.460000,22.62,U201,U,U2,U,"2",588.837520,2.000000,0.260000,209.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd15757fff,211.000000,22.137129,1423.680000,22.14,U101,U,U1,U,"2",588.837520,2.000000,0.260000,211.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd044affff,214.000000,10.911760,1441.950000,10.91,U602,U,U6,U,"2",588.837520,2.000000,0.260000,214.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02caffff,228.000000,27.347349,1423.130000,27.35,U101,U,U1,U,"2",107.514090,3.000000,0.260000,228.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",16.000
8a658bd15787fff,91.000000,59.050026,1424.030000,59.05,U101,U,U1,U,"2",588.837520,2.000000,0.260000,91.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd332e7fff,183.000000,53.311722,1432.900000,53.31,M101,M,M1,M,"2",588.837520,2.000000,0.260000,183.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd11847fff,181.000000,47.485054,1422.310000,47.49,U101,U,U1,U,"2",588.837520,2.000000,0.260000,181.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11baffff,238.000000,29.212698,1422.210000,29.21,U101,U,U1,U,"2",588.837520,2.000000,0.260000,238.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06487fff,209.000000,11.295489,1428.670000,11.30,U201,U,U2,U,"2",588.837520,2.000000,0.260000,209.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15877fff,190.000000,60.176918,1428.440000,60.18,U405,U,U4,U,"2",75.086310,4.000000,0.260000,190.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd15957fff,52.000000,63.192051,1429.720000,63.19,M101,M,M1,M,"2",81.889980,4.000000,0.260000,52.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd316e7fff,90.000000,51.691036,1442.990000,51.69,U602,U,U6,U,"2",588.837520,2.000000,0.260000,90.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31a4ffff,177.000000,57.798611,1459.920000,57.80,U201,U,U2,U,"2",588.837520,2.000000,0.260000,177.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06447fff,179.000000,31.710287,1428.900000,31.71,M304,M,M3,M,"2",588.837520,2.000000,0.260000,179.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15037fff,210.000000,20.182106,1425.820000,20.18,U101,U,U1,U,"2",87.699030,4.000000,0.260000,210.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd332dffff,40.000000,13.960238,1431.210000,13.96,U201,U,U2,U,"2",588.837520,2.000000,0.260000,40.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31aa7fff,197.000000,12.163980,1460.400000,12.16,M101,M,M1,M,"2",588.837520,2.000000,0.260000,197.00,4.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",16.000
8a658bd0458ffff,188.000000,9.587914,1444.050000,9.59,U201,U,U2,U,"2",588.837520,2.000000,0.260000,188.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd3176ffff,95.000000,42.165306,1448.560000,42.17,M101,M,M1,M,"2",588.837520,4.000000,0.260000,95.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",16.000
8a658bd0654ffff,54.000000,12.162179,1430.460000,12.16,M304,M,M3,M,"2",588.837520,2.000000,0.260000,54.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd3126ffff,218.000000,69.276779,1449.390000,69.28,U201,U,U2,U,"2",588.837520,2.000000,0.260000,218.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06587fff,190.000000,52.920650,1430.700000,52.92,U201,U,U2,U,"2",588.837520,2.000000,0.260000,190.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd11877fff,218.000000,44.739853,1422.380000,44.74,U101,U,U1,U,"2",588.837520,2.000000,0.260000,218.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd310dffff,176.000000,30.201260,1450.630000,30.20,U201,U,U2,U,"2",588.837520,2.000000,0.260000,176.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15a6ffff,90.000000,65.862274,1424.910000,65.86,U101,U,U1,U,"2",588.837520,2.000000,0.260000,90.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd00cb7fff,0.000000,0.000000,1430.680000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd31847fff,185.000000,19.999146,1468.480000,20.00,U602,U,U6,U,"2",588.837520,2.000000,0.260000,185.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0260ffff,99.000000,10.952105,1422.160000,10.95,U602,U,U6,U,"2",71.855080,4.000000,0.260000,99.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd04d0ffff,0.000000,17.922451,1458.680000,17.92,W101,W,W1,W,"4",174.824880,4.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",12.000
8a658bd31a37fff,230.000000,19.874674,1462.890000,19.87,M101,M,M1,M,"2",588.837520,2.000000,0.260000,230.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd156b7fff,185.000000,14.987556,1423.590000,14.99,U101,U,U1,U,"2",80.778870,4.000000,0.260000,185.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd02d47fff,176.000000,58.787521,1424.010000,58.79,U101,U,U1,U,"2",588.837520,2.000000,0.260000,176.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd15a97fff,51.000000,69.977966,1424.940000,69.98,U101,U,U1,U,"2",601.000000,1.000000,0.260000,51.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd0449ffff,214.000000,64.040268,1439.840000,64.04,U602,U,U6,U,"2",588.837520,2.000000,0.260000,214.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15617fff,199.000000,24.802887,1423.550000,24.80,U101,U,U1,U,"2",588.837520,2.000000,0.260000,199.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06bb7fff,172.000000,63.233822,1436.150000,63.23,M201,M,M2,M,"2",588.837520,2.000000,0.260000,172.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06827fff,238.000000,6.751742,1440.800000,6.75,U201,U,U2,U,"2",588.837520,2.000000,0.260000,238.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd1582ffff,190.000000,9.587914,1428.880000,9.59,U101,U,U1,U,"2",75.086310,4.000000,0.260000,190.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1cd0ffff,44.000000,45.266087,1422.180000,45.27,U201,U,U2,U,"2",588.837520,1.000000,0.260000,44.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02c6ffff,219.000000,14.232851,1423.370000,14.23,U101,U,U1,U,"2",205.637010,1.000000,0.260000,219.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd15027fff,192.000000,42.936039,1425.780000,42.94,U101,U,U1,U,"2",75.086310,4.000000,0.260000,192.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd0619ffff,209.000000,15.355596,1431.530000,15.36,U201,U,U2,U,"2",588.837520,2.000000,0.260000,209.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0235ffff,0.000000,0.000000,1423.190000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd0202ffff,2.000000,37.208317,1422.830000,37.21,U101,U,U1,U,"2",103.626780,1.000000,0.260000,2.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd1542ffff,181.000000,10.842507,1425.610000,10.84,U101,U,U1,U,"2",588.837520,2.000000,0.260000,181.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0270ffff,1.000000,69.875938,1422.180000,69.88,U301,U,U3,U,"2",103.626780,4.000000,0.260000,1.00,3.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0688ffff,202.000000,40.576721,1436.480000,40.58,U201,U,U2,U,"2",588.837520,2.000000,0.260000,202.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd312dffff,54.000000,68.969612,1444.150000,68.97,U201,U,U2,U,"2",588.837520,2.000000,0.260000,54.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06d4ffff,217.000000,9.361159,1437.400000,9.36,U201,U,U2,U,"2",588.837520,2.000000,0.260000,217.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0252ffff,220.000000,16.662170,1422.620000,16.66,U101,U,U1,U,"2",588.837520,2.000000,0.260000,220.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd04d07fff,54.000000,69.420464,1459.640000,69.42,U201,U,U2,U,"2",174.824880,2.000000,0.260000,54.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0442ffff,0.000000,0.000000,1444.630000,0.00,W101,W,W1,W,"4",588.837520,2.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",10.000
8a658bd02c27fff,208.000000,24.031452,1423.770000,24.03,M102,M,M1,M,"2",588.837520,2.000000,0.260000,208.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd3169ffff,41.000000,36.411259,1441.620000,36.41,U602,U,U6,U,"2",588.837520,2.000000,0.260000,41.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd1586ffff,51.000000,55.860558,1427.890000,55.86,U502,U,U5,U,"2",588.837520,2.000000,0.260000,51.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1590ffff,211.000000,65.407104,1430.200000,65.41,M101,M,M1,M,"2",81.889980,4.000000,0.260000,211.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",16.000
8a658bd02357fff,0.000000,0.000000,1423.130000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd31367fff,200.000000,12.420872,1454.540000,12.42,U201,U,U2,U,"2",588.837520,2.000000,0.260000,200.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15307fff,176.000000,46.336269,1423.990000,46.34,U101,U,U1,U,"2",235.890650,1.000000,0.260000,176.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd3166ffff,90.000000,66.481674,1444.460000,66.48,U201,U,U2,U,"2",588.837520,2.000000,0.260000,90.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31a57fff,197.000000,32.753975,1459.770000,32.75,U201,U,U2,U,"2",588.837520,2.000000,0.260000,197.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd312e7fff,246.000000,6.240229,1447.270000,6.24,U201,U,U2,U,"2",588.837520,2.000000,0.260000,246.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd064e7fff,188.000000,19.536407,1428.330000,19.54,M304,M,M3,M,"2",588.837520,2.000000,0.260000,188.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0652ffff,184.000000,63.100800,1432.280000,63.10,U201,U,U2,U,"2",588.837520,2.000000,0.260000,184.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11987fff,197.000000,25.050592,1422.730000,25.05,U101,U,U1,U,"2",588.837520,2.000000,0.260000,197.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd3138ffff,200.000000,10.601489,1449.760000,10.60,M102,M,M1,M,"2",588.837520,2.000000,0.260000,200.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd0238ffff,51.000000,18.485170,1422.600000,18.49,U602,U,U6,U,"2",601.000000,1.000000,0.260000,51.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02a1ffff,0.000000,0.000000,1423.880000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd06b2ffff,234.000000,18.288425,1438.610000,18.29,U602,U,U6,U,"2",44.655930,2.000000,0.260000,234.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0662ffff,218.000000,34.934841,1426.650000,34.93,M304,M,M3,M,"2",588.837520,2.000000,0.260000,218.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1c827fff,52.000000,68.068520,1422.500000,68.07,U201,U,U2,U,"2",601.000000,1.000000,0.260000,52.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0660ffff,214.000000,12.094495,1426.120000,12.09,M304,M,M3,M,"2",588.837520,2.000000,0.260000,214.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd068b7fff,50.000000,51.189316,1437.960000,51.19,U201,U,U2,U,"2",588.837520,2.000000,0.260000,50.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd3122ffff,197.000000,61.157467,1450.440000,61.16,W202,W,W2,W,"4",588.837520,2.000000,0.260000,197.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",16.000
8a658bd31837fff,193.000000,9.274690,1471.640000,9.27,U201,U,U2,U,"2",588.837520,2.000000,0.260000,193.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15b47fff,20.000000,33.377018,1426.150000,33.38,M101,M,M1,M,"2",588.837520,2.000000,0.260000,20.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1194ffff,186.000000,44.265884,1422.390000,44.27,U101,U,U1,U,"2",121.531620,3.000000,0.260000,186.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",16.000
8a658bd06937fff,175.000000,51.222393,1443.700000,51.22,U201,U,U2,U,"2",92.663590,4.000000,0.260000,175.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd062dffff,199.000000,14.123681,1426.450000,14.12,U101,U,U1,U,"2",588.837520,2.000000,0.260000,199.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0441ffff,174.000000,42.206673,1442.660000,42.21,U602,U,U6,U,"2",588.837520,2.000000,0.260000,174.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd312c7fff,188.000000,31.368162,1445.620000,31.37,U201,U,U2,U,"2",588.837520,2.000000,0.260000,188.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06c9ffff,181.000000,64.240921,1433.580000,64.24,U201,U,U2,U,"2",588.837520,2.000000,0.260000,181.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0656ffff,200.000000,12.390217,1431.240000,12.39,M304,M,M3,M,"2",588.837520,2.000000,0.260000,200.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15a57fff,92.000000,28.321836,1424.760000,28.32,U101,U,U1,U,"2",82.633690,4.000000,0.260000,92.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15337fff,92.000000,57.017410,1424.270000,57.02,U101,U,U1,U,"2",235.890650,1.000000,0.260000,92.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"2",11.000
8a658bd02a8ffff,43.000000,46.160007,1423.400000,46.16,M101,M,M1,M,"2",601.000000,1.000000,0.260000,43.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1185ffff,47.000000,66.522697,1422.290000,66.52,U101,U,U1,U,"2",588.837520,1.000000,0.260000,47.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd31a87fff,230.000000,34.661953,1458.380000,34.66,M101,M,M1,M,"2",588.837520,2.000000,0.260000,230.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31b57fff,195.000000,65.352287,1464.500000,65.35,M405,M,M4,M,"2",588.837520,2.000000,0.260000,195.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02737fff,227.000000,17.714163,1422.200000,17.71,U201,U,U2,U,"2",588.837520,2.000000,0.260000,227.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd15607fff,187.000000,28.415766,1423.520000,28.42,U101,U,U1,U,"2",588.837520,2.000000,0.260000,187.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd152d7fff,177.000000,2.599368,1422.830000,2.60,U101,U,U1,U,"2",588.837520,2.000000,0.260000,177.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1c937fff,206.000000,64.390579,1422.380000,64.39,U602,U,U6,U,"2",601.000000,1.000000,0.260000,206.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06a77fff,199.000000,67.097946,1435.260000,67.10,U602,U,U6,U,"2",601.000000,1.000000,0.260000,199.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd02d07fff,211.000000,25.404963,1424.370000,25.40,U101,U,U1,U,"2",588.837520,2.000000,0.260000,211.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15ae7fff,189.000000,27.399349,1424.710000,27.40,U101,U,U1,U,"2",82.633690,1.000000,0.260000,189.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1580ffff,181.000000,33.880283,1428.300000,33.88,U101,U,U1,U,"2",75.086310,4.000000,0.260000,181.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd06c2ffff,199.000000,29.464115,1436.660000,29.46,U201,U,U2,U,"2",588.837520,2.000000,0.260000,199.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02067fff,40.000000,2.347436,1422.950000,2.35,M101,M,M1,M,"2",601.000000,1.000000,0.260000,40.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd025a7fff,212.000000,17.474823,1422.620000,17.47,M101,M,M1,M,"2",588.837520,2.000000,0.260000,212.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd11867fff,20.000000,67.554413,1422.350000,67.55,U101,U,U1,U,"2",127.626300,3.000000,0.260000,20.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd11127fff,193.000000,33.849899,1422.360000,33.85,U101,U,U1,U,"2",241.962680,2.000000,0.260000,193.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11147fff,185.000000,29.829561,1422.250000,29.83,U101,U,U1,U,"2",241.962680,3.000000,0.260000,185.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd1c887fff,255.000000,77.187706,1422.340000,77.19,W101,W,W1,W,"4",601.000000,1.000000,0.260000,255.00,4.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",13.000
8a658bd02457fff,217.000000,7.386480,1422.180000,7.39,U101,U,U1,U,"2",588.837520,2.000000,0.260000,217.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0696ffff,230.000000,12.640740,1442.710000,12.64,U201,U,U2,U,"2",44.655930,4.000000,0.260000,230.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd02af7fff,0.000000,0.000000,1423.660000,0.00,M101,M,M1,M,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd157affff,202.000000,8.709734,1424.000000,8.71,U101,U,U1,U,"2",588.837520,2.000000,0.260000,202.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31617fff,211.000000,4.332043,1444.760000,4.33,M101,M,M1,M,"2",588.837520,2.000000,0.260000,211.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31397fff,208.000000,28.321836,1450.010000,28.32,U201,U,U2,U,"2",588.837520,2.000000,0.260000,208.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02827fff,93.000000,59.935246,1425.090000,59.94,U101,U,U1,U,"2",325.188920,2.000000,0.260000,93.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02907fff,52.000000,66.837158,1425.790000,66.84,U101,U,U1,U,"2",588.837520,2.000000,0.260000,52.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06ccffff,177.000000,15.484505,1432.800000,15.48,U201,U,U2,U,"2",588.837520,2.000000,0.260000,177.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0658ffff,190.000000,60.015301,1430.110000,60.02,M101,M,M1,M,"2",588.837520,2.000000,0.260000,190.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1562ffff,218.000000,18.260845,1423.480000,18.26,U101,U,U1,U,"2",588.837520,2.000000,0.260000,218.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0209ffff,206.000000,16.938253,1422.270000,16.94,U101,U,U1,U,"2",588.837520,4.000000,0.260000,206.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd15637fff,238.000000,9.489474,1423.760000,9.49,U101,U,U1,U,"2",588.837520,2.000000,0.260000,238.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11897fff,212.000000,4.828138,1422.490000,4.83,U101,U,U1,U,"2",96.442060,3.000000,0.260000,212.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd04c07fff,0.000000,69.616943,1455.120000,69.62,W101,W,W1,W,"4",163.267740,4.000000,0.260000,0.00,3.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"3",15.000
8a658bd31a9ffff,200.000000,39.713329,1456.740000,39.71,M102,M,M1,M,"2",588.837520,2.000000,0.260000,200.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd156e7fff,211.000000,22.616846,1423.160000,22.62,U101,U,U1,U,"2",588.837520,2.000000,0.260000,211.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd04557fff,0.000000,0.000000,1446.230000,0.00,W101,W,W1,W,"4",588.837520,2.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",10.000
8a658bd066a7fff,47.000000,28.130478,1426.050000,28.13,U101,U,U1,U,"2",588.837520,2.000000,0.260000,47.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd3106ffff,215.000000,22.936626,1456.050000,22.94,M102,M,M1,M,"2",588.837520,2.000000,0.260000,215.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
